Start Training:
Iter: 0, Loss: 2.07766e+00, Loss_0: 1.34537e+00, Loss_b: 1.98368e-02, Loss_f: 7.12450e-01
Iter: 100, Loss: 3.48501e-01, Loss_0: 3.12337e-01, Loss_b: 7.25643e-05, Loss_f: 3.60920e-02
Iter: 200, Loss: 3.50453e-02, Loss_0: 2.10670e-02, Loss_b: 4.33778e-05, Loss_f: 1.39349e-02
Iter: 300, Loss: 2.17949e-02, Loss_0: 1.22030e-02, Loss_b: 5.73426e-05, Loss_f: 9.53460e-03
Iter: 400, Loss: 1.37772e-02, Loss_0: 7.03828e-03, Loss_b: 4.02468e-05, Loss_f: 6.69865e-03
Iter: 500, Loss: 8.89982e-03, Loss_0: 3.90682e-03, Loss_b: 9.08896e-05, Loss_f: 4.90211e-03
Iter: 600, Loss: 5.50751e-03, Loss_0: 2.23606e-03, Loss_b: 4.05727e-06, Loss_f: 3.26740e-03
Iter: 700, Loss: 3.64929e-03, Loss_0: 1.30525e-03, Loss_b: 3.31108e-04, Loss_f: 2.01293e-03
Iter: 800, Loss: 3.36767e-03, Loss_0: 9.34981e-04, Loss_b: 5.97765e-04, Loss_f: 1.83492e-03
Iter: 900, Loss: 2.05467e-03, Loss_0: 6.15822e-04, Loss_b: 3.08348e-05, Loss_f: 1.40801e-03
Iter: 1000, Loss: 1.68122e-03, Loss_0: 4.37219e-04, Loss_b: 2.23297e-06, Loss_f: 1.24176e-03
Iter: 1100, Loss: 1.96308e-03, Loss_0: 4.01206e-04, Loss_b: 4.18929e-04, Loss_f: 1.14295e-03
Iter: 1200, Loss: 1.24373e-03, Loss_0: 2.44830e-04, Loss_b: 3.60095e-06, Loss_f: 9.95299e-04
Iter: 1300, Loss: 1.08770e-03, Loss_0: 1.96305e-04, Loss_b: 2.27618e-05, Loss_f: 8.68636e-04
Iter: 1400, Loss: 6.75166e-03, Loss_0: 8.47642e-04, Loss_b: 4.84697e-03, Loss_f: 1.05705e-03
Iter: 1500, Loss: 8.43732e-04, Loss_0: 1.30078e-04, Loss_b: 2.14471e-06, Loss_f: 7.11509e-04
Iter: 1600, Loss: 7.78961e-04, Loss_0: 1.12741e-04, Loss_b: 4.69842e-06, Loss_f: 6.61522e-04
Iter: 1700, Loss: 6.90565e-04, Loss_0: 9.47347e-05, Loss_b: 4.69781e-06, Loss_f: 5.91133e-04
Iter: 1800, Loss: 6.28656e-04, Loss_0: 8.21093e-05, Loss_b: 4.91822e-06, Loss_f: 5.41628e-04
